TIME;Swap_output;TIME;ZCB_Yield;Log_ZCB_Yield;INV_ZCB_Yield;TIME;ZCR_YC;Forward_YC;Fwd_ZCB_YC
42;0.00925;7.75;0.9842971013;0.01582749531;1.015953414;7.75;0.002044344288;0.008287459249;1.00069086
42.5;0.00925;7.833333333;0.9836175591;0.01651811692;1.016655295;7.833333333;0.002110920639;0.008579702929;1.000715231
43;0.00925;7.916666667;0.9829145483;0.01723309216;1.017382439;7.916666667;0.002179182616;0.008864414662;1.000738974
43.5;0.00925;8;0.9821887362;0.01797179338;1.018134258;8;0.002248999387;0.009141051315;1.000762044
44;0.00925;8.083333333;0.9814408346;0.01873354766;1.018910121;8.083333333;0.002320239888;0.009409001044;1.000784391
44.5;0.00925;8.166666667;0.9806716047;0.01951763108;1.019709345;8.166666667;0.002392772131;0.009667716336;1.000805968
45;0.00925;8.25;0.9798818517;0.02032327411;1.020531198;8.25;0.002466463894;0.009916671945;1.000826731
45.5;0.00925;8.333333333;0.9790724223;0.02114966344;1.021374903;8.333333333;0.002541182958;0.01015534294;1.000846637
46;0.00925;8.416666667;0.9782442047;0.02199594202;1.022239636;8.416666667;0.002616797102;0.01038320471;1.000865642
46.5;0.00925;8.5;0.9773981284;0.02286120907;1.023124529;8.5;0.002693174104;0.0105996974;1.000883698
47;0.00925;8.583333333;0.9765351658;0.02374451719;1.024028663;8.583333333;0.002770181399;0.01080415213;1.000900751
47.5;0.00925;8.666666667;0.975656342;0.0246448632;1.024951058;8.666666667;0.002847685036;0.01099600209;1.000916753
48;0.00925;8.75;0.9747627249;0.02556119671;1.025890685;8.75;0.002925550719;0.01117471557;1.00093166
48.5;0.00925;8.833333333;0.9738554227;0.02649242301;1.026846467;8.833333333;0.003003644154;0.01133976109;1.000945427
49;0.00925;8.916666667;0.9729355834;0.0274374031;1.027817275;8.916666667;0.003081831043;0.01149060742;1.000958009
49.5;0.00925;9;0.9720043942;0.02839495372;1.028801933;9;0.003159977092;0.01162668127;1.00096936
50;0.00925;9.083333333;0.9710630849;0.02936384382;1.029799212;9.083333333;0.003237947615;0.01174727969;1.000979419
50.5;0.00925;9.166666667;0.9701129376;0.0303427838;1.030807818;9.166666667;0.003315606372;0.0118518213;1.00098814
51;0.00925;9.25;0.9691552768;0.03133043557;1.0318264;9.25;0.003392816733;0.01193976637;1.000995476
51.5;0.00925;9.333333333;0.9681914657;0.0323254161;1.032853558;9.333333333;0.003469442069;0.01201057526;1.001001382
52;0.00925;9.416666667;0.9672229058;0.03332629737;1.033887839;9.416666667;0.003545345751;0.01206370848;1.001005815
52.5;0.00925;9.5;0.9662510365;0.03433160641;1.034927739;9.5;0.003620391148;0.01209857574;1.001008723
53;0.00925;9.583333333;0.9652773389;0.03533982106;1.035971694;9.583333333;0.003694441188;0.01211443082;1.001010046
53.5;0.00925;9.666666667;0.9643033485;0.03634935696;1.037018073;9.666666667;0.003767357023;0.01211067386;1.001009732
54;0.00925;9.75;0.9633306425;0.03735857978;1.038065183;9.75;0.003838999361;0.01208675497;1.001007737
54.5;0.00925;9.833333333;0.9623608359;0.03836580936;1.03911128;9.833333333;0.003909228912;0.01204212416;1.001004014
55;0.00925;9.916666667;0.9613955812;0.03936931971;1.040154562;9.916666667;0.003977906383;0.01197623142;1.000998517
55.5;0.00925;10;0.9604365685;0.04036733899;1.041193175;10;0.004044892484;0.01189296421;1.000991572
